"state","incumbent","vote_margin_pct","name","votes","party","cand_code","candidate_2000","win_2000","municode","vote_share_2000","codes","margin_2000"
"MG",1,6.24826,"MARIA DA CONCEICAO ALMEIDA ALVES",1913,"PPB","44490-maria da conceicao almeida alves",1,0,"DOM CAVATI",32.4,"MG_DOM CAVATI",-11.76
"MG",1,16.8376,"ROBERTO ROBSON SIMOES",1367,"PDT","44512-roberto robson simoes",1,0,NA,NA,NA,NA
"MG",1,24.1609,"RENATO TRINDADE TEIXEIRA",1868,"PSDB","44539-renato trindade teixeira",1,1,"DOM SILVERIO",100,"MG_DOM SILVERIO",NA
"MG",0,-8.39895,"CLAUDIO LUIS DIAS AMARAL",1047,"PL","44571-claudio luis dias amaral",1,0,"DONA EUSEBIA",33.352,"MG_DONA EUSEBIA",-33.296
"MG",1,8.62036,"MARY FRANCE LOPES MAYRINK",2854,"PFL","44598-mary france lopes mayrink",1,0,NA,NA,NA,NA
"MG",0,-4.049,"JONEVAL NETO DA SILVA",1410,"PSD","44610-joneval neto da silva",1,0,"DORES DE GUANHAES",43.526,"MG_DORES DE GUANHAES",-12.948
"MG",1,4.049,"NILO FERREIRA PINTO",1529,"PSDB","44610-nilo ferreira pinto",1,1,"DORES DE GUANHAES",56.474,"MG_DORES DE GUANHAES",12.948
"MG",0,-2.06767,"SILVANO DIVINO DA COSTA",521,"PFL","44679-silvano divino da costa",1,1,NA,NA,NA,NA
"MG",0,-3.1864,"NATAL DONIZETTI CADORINI",5469,"PMDB","44717-natal donizetti cadorini",1,0,"ELOI MENDES",23.274,"MG_ELOI MENDES",-18.403
"MG",1,0.113593,"DIVINO JORDAO DE OLIVEIRA",2644,"PTB","44733-divino jordao de oliveira",1,0,"ENGENHEIRO CALDAS",39.54,"MG_ENGENHEIRO CALDAS",-17.753
"MG",1,55.9504,"SILENO DIAS LOPES SILVA",3204,"PMDB","44750-sileno dias lopes silva",1,1,"ENGENHEIRO NAVARRO",94.765,"MG_ENGENHEIRO NAVARRO",89.53
"MG",0,-11.5234,"CELIO ASCENCAO PENA",2599,"PFL","44776-celio ascencao pena",1,0,"ENTRE RIOS DE MINAS",15.225,"MG_ENTRE RIOS DE MINAS",-25.007
"MG",1,1.43296,"DALMO VIEIRA LEROY",4955,"PSDB","44814-dalmo vieira leroy",1,0,"ESMERALDAS",46.821,"MG_ESMERALDAS",-6.358
"MG",1,1.06428,"REINO MARTINS DE OLIVEIRA",3561,"PFL","44830-reino martins de oliveira",1,0,"ESPERA FELIZ",44.477,"MG_ESPERA FELIZ",-4.744
"MG",1,13.3743,"FLORINDO SILVEIRA FILHO",8477,"PMDB","44857-florindo silveira filho",1,0,"ESPINOSA",44.139,"MG_ESPINOSA",-11.722
"MG",1,5.44413,"MARIA DAS GRACAS COSTA MENDES",920,"PPB","44911-maria das gracas costa mendes",1,1,"ESTRELA DALVA",50.758,"MG_ESTRELA DALVA",1.51600000000001
"MG",0,-5.93124,"JOAO JOSE DE CARVALHO",1245,"PFL","44938-joao jose de carvalho",1,0,"ESTRELA DO INDAIA",48.359,"MG_ESTRELA DO INDAIA",-3.282
"MG",1,11.256,"SANCHO JOSE DO NASCIMENTO NETO",2644,"PMDB","44954-sancho jose do nascimento neto",1,0,"ESTRELA DO SUL",40.478,"MG_ESTRELA DO SUL",-19.044
"MG",1,67.3022,"LUIZ CARLOS BERGAMIN",7327,"PSDB","45012-luiz carlos bergamin",1,1,NA,NA,NA,NA
"MG",1,29.7494,"MIGUEL ARCANJO VELOSO",1605,"PMDB","45071-miguel arcanjo veloso",1,0,"FELICIO DOS SANTOS",19.416,"MG_FELICIO DOS SANTOS",-41.423
"MG",0,-3.84088,"ADALBERTO PIRES",701,"PFL","45098-adalberto pires",1,1,"SAO GONCALO DO RIO PRETO",59.396,"MG_SAO GONCALO DO RIO PRETO",18.792
"MG",1,3.84088,"PAULO CESAR PIRES",757,"PMDB","45098-paulo cesar pires",1,0,"SAO GONCALO DO RIO PRETO",40.604,"MG_SAO GONCALO DO RIO PRETO",-18.792
"MG",0,-11.0969,"FRANKLIN CANGUCU DE CARVALHO",1394,"PT","45110-franklin cangucu de carvalho",1,0,"FELISBURGO",39.666,"MG_FELISBURGO",-15.408
"MG",1,11.0969,"JAIRO MURTA PINTO COELHO",1742,"PSDB","45110-jairo murta pinto coelho",1,1,"FELISBURGO",55.074,"MG_FELISBURGO",15.408
"MG",1,21.1765,"WEBHER DE MOURA LIMA",4326,"PFL","45136-webher de moura lima",1,1,"FELIXLANDIA",50.17,"MG_FELIXLANDIA",0.340000000000003
"MG",1,1.67549,"EDESIO CAMPOS DE CARVALHO",3459,"PL","45179-edesio campos de carvalho",1,1,"FERROS",59.604,"MG_FERROS",19.208
"MG",1,7.68067,"DERCI ALVES RIBEIRO FILHO",1423,"PTB","45195-derci alves ribeiro filho",1,1,"FLORESTAL",77.184,"MG_FLORESTAL",54.368
"MG",1,2.43766,"ORLANDO JOSE DA SILVA",1828,"PMDB","45233-orlando jose da silva",1,1,"FORMOSO",54.209,"MG_FORMOSO",8.41800000000001
"MG",1,21.5737,"ANTONIO SOARES DIAS",7478,"PTB","45330-antonio soares dias",1,1,"FRANCISCO SA",48.279,"MG_FRANCISCO SA",4.184
"MG",0,-6.02347,"JAZY GUEDES SILVA",1802,"PSDB","45357-jazy guedes silva",1,1,"FREI GASPAR",37.13,"MG_FREI GASPAR",4.424
"MG",1,6.02347,"FRANCISCO CARLOS DE MAGALHAES",2033,"PL","45357-francisco carlos de magalhaes",1,0,"FREI GASPAR",32.706,"MG_FREI GASPAR",-4.424
"MG",1,17.2052,"JOSE EDUARDO VIEIRA",2684,"PFL","45373-jose eduardo vieira",1,0,"FREI INOCENCIO",11.968,"MG_FREI INOCENCIO",-32.448
"MG",1,7.73496,"ARAMIS PASSUELO",1943,"PMDB","45390-aramis passuelo",1,1,"FRONTEIRA",56.512,"MG_FRONTEIRA",13.024
"MG",1,24.3843,"LUIZ ANTONIO ZANTO CAMPOS BORGES",15076,"PPB","45411-luiz antonio zanto campos borges",1,0,"FRUTAL",22.071,"MG_FRUTAL",-33.931
"MG",0,-10.0938,"ROMULO GONCALVES DE OLIVEIRA",1964,"PMDB","45454-romulo goncalves de oliveira",1,1,"GALILEIA",55.973,"MG_GALILEIA",17.809
"MG",1,10.0938,"GILBERTO DE SOUZA MELO",2405,"PTB","45454-gilberto de souza melo",1,0,"GALILEIA",38.164,"MG_GALILEIA",-17.809
"MG",1,14.1667,"JOSE FRANCISCO NETO",1370,"PDT","45470-jose francisco neto",1,1,"GONCALVES",50,"MG_GONCALVES",5.711
"MG",1,26.2512,"ALBERONE DE OLIVEIRA",4011,"PMDB","45519-alberone de oliveira",1,0,"GOUVEA",47.785,"MG_GOUVEA",-4.43000000000001
"MG",0,-3.33441,"JOAO DOMINGOS FASSARELLA",46486,"PT","45535-joao domingos fassarella",1,1,"GOVERNADOR VALADARES",48.989,"MG_GOVERNADOR VALADARES",6.994
"MG",1,3.33441,"JOSE BONIFACIO MOURAO",49693,"PMDB","45535-jose bonifacio mourao",1,0,"GOVERNADOR VALADARES",41.995,"MG_GOVERNADOR VALADARES",-6.994
"MG",1,6.30574,"JEFERSON AUGUSTO DE FIGUEIREDO",3397,"PSDB","45551-jeferson augusto de figueiredo",1,1,"GRAO MOGOL",76.678,"MG_GRAO MOGOL",53.356
"MG",1,24.9768,"ANTONIO CARLOS MORAIS MIRANDA",7393,"PSDB","45594-antonio carlos morais miranda",1,0,"GUANHAES",31.13,"MG_GUANHAES",-6.567
"MG",0,-29.4336,"ODUVALDO REIS DE ASSIS",2280,"PSDB","45616-oduvaldo reis de assis",1,0,NA,NA,NA,NA
"MG",1,9.87707,"HERMOGENES DE ANDRADE",3888,"PMDB","45632-hermogenes de andrade",1,1,"GUARACIABA",60.156,"MG_GUARACIABA",20.312
"MG",0,-4.97869,"NARCISO LOPES",4237,"PMDB","45659-narciso lopes",1,1,"GUARANESIA",48.279,"MG_GUARANESIA",3.581
"MG",1,NA,"ARMANDO XAVIER VIEIRA FILHO",4341,"PSDB","45675-armando xavier vieira filho",1,1,"GUARANI",53.731,"MG_GUARANI",7.462
"MG",1,2.27088,"ANTONIO CARLOS DA ROCHA",1261,"PMDB","45691-antonio carlos da rocha",1,1,NA,NA,NA,NA
"MG",0,-5.71049,"HELIO SILVEIRA MACHADO",1775,"PMDB","45713-helio silveira machado",1,0,"GUARDA-MOR",34.067,"MG_GUARDA-MOR",-31.866
"MG",1,5.71049,"ROMULO FERREIRA DA SILVA",1990,"PSDB","45713-romulo ferreira da silva",1,1,"GUARDA-MOR",65.933,"MG_GUARDA-MOR",31.866
"MG",1,1.96567,"HEBER HAMILTON QUINTELLA",11464,"PSDB","45730-heber hamilton quintella",1,1,"GUAXUPE",55.848,"MG_GUAXUPE",14.936
"MG",1,33.1604,"JOAO BATISTA BERNARDES",2566,"PMDB","45772-joao batista bernardes",1,1,"GUIMARANIA",58.642,"MG_GUIMARANIA",17.284
"MG",1,19.3087,"ARI LUCAS DE PAULA SANTOS",3417,"PMDB","45799-ari lucas de paula santos",1,1,"GUIRICEMA",57.85,"MG_GUIRICEMA",15.7
"MG",1,10.2068,"VANTUIDES MENDES DA SILVA",2505,"PSDB","45810-vantuides mendes da silva",1,0,"GURINHATA",42.343,"MG_GURINHATA",-2.919
"MG",0,-15.3906,"LOURIVAL DE PAULA COUTINHO",1083,"PTB","45837-lourival de paula coutinho",1,0,"HELIODORA",7.767,"MG_HELIODORA",-39.1
"MG",1,15.3906,"LUIZ ROBERTO DE SOUZA",1477,"PMDB","45837-luiz roberto de souza",1,0,"HELIODORA",45.366,"MG_HELIODORA",-1.501
"MG",1,13.0158,"HUGO FRANCA",6382,"PDT","45896-hugo franca",1,1,NA,NA,NA,NA
"MG",0,-2.84218,"MAURO CESAR SALES CORDEIRO",1299,"PRP","45918-mauro cesar sales cordeiro",1,1,"IBIAI",67.711,"MG_IBIAI",43.156
"MG",1,9.30732,"ANTONIO LINDENBERG GARCIA",2801,"PT","45934-antonio lindenberg garcia",1,1,"IBIRACI",42.651,"MG_IBIRACI",8.916
"MG",0,-7.37282,"ANTONIO PINHEIRO JUNIOR",13738,"PSD","45950-antonio pinheiro junior",1,1,"IBIRITE",52.523,"MG_IBIRITE",26.967
"MG",1,4.87429,"DONIZEU BERGAMIN",1022,"PSDB","45977-donizeu bergamin",1,1,"IBITIURA DE MINAS",45.436,"MG_IBITIURA DE MINAS",1.136
"MG",1,7.75789,"HERBERTH TEIXEIRA DE RESENDE",632,"PMDB","45993-herberth teixeira de resende",1,1,"IBITURUNA",55.76,"MG_IBITURUNA",17.161
"MG",1,5.21703,"ANTONIO CHAVES DE OLIVEIRA",3842,"PFL","46019-antonio chaves de oliveira",1,0,"IGARAPE",49.809,"MG_IGARAPE",-0.382000000000005
"MG",1,21.5241,"ANTONIO FRANCISCO BORGES",2089,"PFL","46035-antonio francisco borges",1,1,"IGARATINGA",62.633,"MG_IGARATINGA",25.266
"MG",0,-19.1318,"CLEBEL ANGELO MARCIO PEREIRA",1006,"PSDB","46078-clebel angelo marcio pereira",1,1,"IJACI",46.603,"MG_IJACI",13.009
"MG",0,-19.7516,"JOAQUIM PIO DA SILVA",1680,"PMDB","46094-joaquim pio da silva",1,0,"ILICINEA",20.359,"MG_ILICINEA",-25.727
"MG",1,2.86845,"DECIO BONAMICHI",1560,"PMDB","46116-decio bonamichi",1,1,"INCONFIDENTES",58.088,"MG_INCONFIDENTES",35.859
"MG",1,17.6046,"WESLEY JOSE DA ROCHA NAVES",1954,"PPB","46132-wesley jose da rocha naves",1,0,"INDIANOPOLIS",34.185,"MG_INDIANOPOLIS",-31.63
"MG",1,1.26566,"JOAO BATISTA MARQUES",7841,"PPB","46175-joao batista marques",1,0,"INHAPIM",45.488,"MG_INHAPIM",-9.024
"MG",1,30.9541,"MAX OLIVEIRA DOS SANTOS",1798,"PFL","46191-max oliveira dos santos",1,1,"INHAUMA",62.436,"MG_INHAUMA",24.872
"MG",1,2.32052,"URBINO CAPANEMA JUNIOR",1411,"PMDB","46272-urbino capanema junior",1,1,"IPIACU",71.238,"MG_IPIACU",42.476
"MG",1,18.5758,"NOE BORGES DE MORAES",3297,"PFL","46299-noe borges de moraes",1,0,"IPUIUNA",47.563,"MG_IPUIUNA",-4.874
"MG",1,16.8575,"PEDRO ANTONIO ALBERTON",1837,"PPB","46310-pedro antonio alberton",1,1,"IRAI DE MINAS",62.172,"MG_IRAI DE MINAS",24.344
"MG",1,3.88686,"JACKSON ALBERTO DE PINHO TAVARES",21155,"PT","46337-jackson alberto de pinho tavares",1,0,NA,NA,NA,NA
"MG",1,7.07041,"JOSE DOS REIS",3589,"PSDB","46353-jose dos reis",1,1,"ITABIRINHA DE MANTENA",59.291,"MG_ITABIRINHA DE MANTENA",18.582
"MG",0,-15.1605,"WALDIR SILVA SALVADOR DE OLIVEIRA",7759,"PTB","46370-waldir silva salvador de oliveira",1,0,"ITABIRITO",43.348,"MG_ITABIRITO",-6.485
"MG",1,15.1605,"MANOEL DA MOTA NETO",10532,"PSDB","46370-manoel da mota neto",1,1,"ITABIRITO",49.833,"MG_ITABIRITO",6.485
"MG",0,-32.862,"MARIA DA CONCEICAO SILVA",2089,"PT","46418-maria da conceicao silva",1,0,"ITACARAMBI",3,"MG_ITACARAMBI",-51.267
"MG",1,13.9687,"FRANCISCO CARLOS RODRIGUES SENA",2003,"PFL","46450-francisco carlos rodrigues sena",1,1,"ITAIPE",54.872,"MG_ITAIPE",9.744
"MG",0,-11.1144,"BENEDITO PEREIRA DOS SANTOS",14903,"PFL","46477-benedito pereira dos santos",1,0,"ITAJUBA",34.191,"MG_ITAJUBA",-11.681
"MG",1,11.1144,"JOSE FRANCISCO MARQUES RIBEIRO",18630,"PMDB","46477-jose francisco marques ribeiro",1,1,"ITAJUBA",45.872,"MG_ITAJUBA",11.681
"MG",1,7.691,"MARCIO GOMES",6357,"PT","46493-marcio gomes",1,1,"ITAMARANDIBA",51.045,"MG_ITAMARANDIBA",2.09
"MG",1,1.79391,"JOSE AMERICO FERRAZ",1220,"PDT","46515-jose americo ferraz",1,1,"ITAMARATI DE MINAS",60.462,"MG_ITAMARATI DE MINAS",20.924
"MG",1,2.3038,"MARIA APARECIDA DA MOTA SCOFIELD",4041,"PFL","46531-maria aparecida da mota scofield",1,0,"ITAMBACURI",45.087,"MG_ITAMBACURI",-9.82599999999999
"MG",0,-1.06443,"WAVEL DIAS LAGE",883,"PFL","46558-wavel dias lage",1,0,NA,NA,NA,NA
"MG",1,1.06443,"GERALDO FERREIRA DA SILVA",902,"PTB","46558-geraldo ferreira da silva",1,1,NA,NA,NA,NA
"MG",1,41.3302,"ORCIVAL PEREIRA DIAS",4271,"PMDB","46574-orcival pereira dias",1,0,"ITAMOGI",47.173,"MG_ITAMOGI",-5.654
"MG",1,45.9577,"JOSE VIEIRA DE ANDRADE NETO",5353,"PFL","46639-jose vieira de andrade neto",1,1,"ITANHOMI",39.48,"MG_ITANHOMI",9.122
"MG",0,-3.21524,"GILBERTO DE OLIVEIRA CUNHA",4726,"PFL","46655-gilberto de oliveira cunha",1,0,"ITAOBIM",22.82,"MG_ITAOBIM",-13.183
"MG",1,3.21524,"NILZETE MOREIRA OLIVEIRA",5040,"PSDB","46655-nilzete moreira oliveira",1,0,"ITAOBIM",13.549,"MG_ITAOBIM",-22.454
"MG",1,11.9257,"MAURICIO ALVES REIS",7053,"PPB","46698-mauricio alves reis",1,0,"ITAPECERICA",49.633,"MG_ITAPECERICA",-0.733999999999995
"MG",1,0.746461,"HILTON MONTEIRO",1957,"PPB","46710-hilton monteiro",1,1,"ITAPEVA",100,"MG_ITAPEVA",NA
"MG",1,34.6489,"OSMANDO PEREIRA DA SILVA",23132,"PSDB","46752-osmando pereira da silva",1,1,"ITAUNA",35.927,"MG_ITAUNA",0.500999999999998
"MG",0,-16.9524,"HEITEL ROBERTO RODRIGUES PEGO",2398,"PFL","46795-heitel roberto rodrigues pego",1,1,NA,NA,NA,NA
"MG",1,16.9524,"CHARLES AZEVEDO FERRAZ",3377,"PT","46795-charles azevedo ferraz",1,0,NA,NA,NA,NA
"MG",0,-9.70343,"ALCINO JOSE NICOLI",1568,"PMDB","46817-alcino jose nicoli",1,0,"ITUETA",41.558,"MG_ITUETA",-2.921
"MG",1,61.9331,"PUBLIO CHAVES",33793,"PMDB","46833-publio chaves",1,1,"ITUIUTABA",57.976,"MG_ITUIUTABA",15.952
"MG",0,-15.7038,"EDMILSON FRAIZ SILVA",1605,"PMDB","46850-edmilson fraiz silva",1,0,"ITUMIRIM",34.833,"MG_ITUMIRIM",-10.914
"MG",0,-7.51477,"EDIONES SOARES",3366,"PDT","46914-ediones soares",1,1,NA,NA,NA,NA
"MG",1,34.2852,"ANTONIO ALVES DE ALMEIDA",3856,"PMDB","46930-antonio alves de almeida",1,0,"JACINTO",38.72,"MG_JACINTO",-22.56
"MG",1,62.5363,"ANTONIO CARLOS ARANTES",3358,"PSDB","46957-antonio carlos arantes",1,1,"JACUI",79.846,"MG_JACUI",59.692
"MG",1,32.7839,"LUIS ROBERTO PIERONI",5800,"PDT","46973-luis roberto pieroni",1,1,"JACUTINGA",67.946,"MG_JACUTINGA",51.041
"MG",0,-4.63576,"CELIA DE OLIVEIRA COELHO",648,"PFL","46990-celia de oliveira coelho",1,1,"JAGUARACU",65.166,"MG_JAGUARACU",30.332
"MG",1,4.63576,"ANTONIO DE MORAIS QUINTAO",711,"PTB","46990-antonio de morais quintao",1,0,"JAGUARACU",34.834,"MG_JAGUARACU",-30.332
"MG",0,-12.2425,"IVONEI ABADE BRITO",9265,"PSDB","47015-ivonei abade brito",1,1,"JANAUBA",55.082,"MG_JANAUBA",10.164
"MG",1,39.074,"JOSEFINO LOPES VIANA",16385,"PPB","47031-josefino lopes viana",1,1,"JANUARIA",48.443,"MG_JANUARIA",5.72
"MG",0,-38.6635,"JOSE DONIZETE BORGES",514,"PSDB","47058-jose donizete borges",1,0,"JAPARAIBA",4.618,"MG_JAPARAIBA",-47.114
"MG",1,38.6635,"JOSE EUSTAQUIO DE MENDONCA",1162,"PMDB","47058-jose eustaquio de mendonca",1,1,"JAPARAIBA",51.732,"MG_JAPARAIBA",8.082
"MG",1,17.0445,"GERALDO FERNANDES DE MORAIS",1394,"PTB","47074-geraldo fernandes de morais",1,0,"JECEABA",34.771,"MG_JECEABA",-11.882
"MG",1,30.9349,"JOSE HUMBERTO RIBEIRO DA CRUZ",3039,"PFL","47112-jose humberto ribeiro da cruz",1,0,"JEQUITAI",45.578,"MG_JEQUITAI",-8.84399999999999
"MG",1,9.32021,"WALTER FIDELIS DINIZ LIMA",1777,"PSD","47139-walter fidelis diniz lima",1,1,"JEQUITIBA",74.914,"MG_JEQUITIBA",49.828
"MG",0,-10.5868,"HENRIQUE FREDERICO HEITMANN DE ABREU",4548,"PSDB","47155-henrique frederico heitmann de abreu",1,1,"JEQUITINHONHA",51.307,"MG_JEQUITINHONHA",5.797
"MG",1,27.2415,"LAZARO RIOS",1852,"PMDB","47171-lazaro rios",1,0,"JESUANIA",42.167,"MG_JESUANIA",-15.666
"MG",1,10.9828,"ROBERTO GRAPIUNA",3365,"PMDB","47198-roberto grapiuna",1,1,"JOAIMA",66.224,"MG_JOAIMA",32.448
"MG",1,5.61331,"JOSE FABIO DE ALVARENGA",2032,"PSDB","47210-jose fabio de alvarenga",1,1,"JOANESIA",69.07,"MG_JOANESIA",38.14
"MG",0,-6.65031,"CARLOS EZEQUIEL MOREIRA",14458,"PSDB","47236-carlos ezequiel moreira",1,1,"JOAO MONLEVADE",52.052,"MG_JOAO MONLEVADE",4.104
"MG",1,6.65031,"LAERCIO JOSE RIBEIRO",16518,"PT","47236-laercio jose ribeiro",1,0,"JOAO MONLEVADE",47.948,"MG_JOAO MONLEVADE",-4.104
"MG",1,19.8073,"ADHEMAR DE PAULA FILHO",1119,"PFL","47279-adhemar de paula filho",1,0,"JOAQUIM FELICIO",47.265,"MG_JOAQUIM FELICIO",-5.47
"MG",1,11.6188,"EDUARDO DE ALMEIDA GOBIRA",2858,"PMDB","47295-eduardo de almeida gobira",1,1,"JORDANIA",56.578,"MG_JORDANIA",13.156
"MG",1,45.4404,"JANIO LIMA BORGES",1874,"PSD","47350-janio lima borges",1,1,NA,NA,NA,NA
"MG",0,-13.267,"CASSIO DE WILDE MARRA",2396,"PSDB","47414-cassio de wilde marra",1,0,"LAGAMAR",47.301,"MG_LAGAMAR",-5.398
"MG",1,6.39129,"LUCAS ANTONIO DE RESENDE",7624,"PMDB","47430-lucas antonio de resende",1,0,"LAGOA DA PRATA",30.525,"MG_LAGOA DA PRATA",-13.905
"MG",1,7.06988,"WARMILLON FONSECA BRAGA",1310,"PL","47457-warmillon fonseca braga",1,1,"LAGOA DOS PATOS",75.328,"MG_LAGOA DOS PATOS",50.656
"MG",1,0.209982,"ROGERIO ZERLOTINI",3102,"PMDB","47473-rogerio zerlotini",1,0,"LAGOA DOURADA",36.41,"MG_LAGOA DOURADA",-11.653
"MG",1,25.6054,"GENESCO APARECIDO DE OLIVEIRA JUNIOR",10841,"PSD","47511-genesco aparecido de oliveira junior",1,1,"LAGOA SANTA",61.243,"MG_LAGOA SANTA",23.652
"MG",1,8.30166,"HILMAR SATHLER CESAR",5414,"PSDB","47538-hilmar sathler cesar",1,1,NA,NA,NA,NA
"MG",0,-30.449,"MARCOS ANTONIO FERREIRA",1061,"PMDB","47619-marcos antonio ferreira",1,0,"LASSANCE",23.61,"MG_LASSANCE",-22.445
"MG",0,-28.1914,"CARLOS ALBERTO PEREIRA",13700,"PPB","47635-carlos alberto pereira",1,1,"LAVRAS",65.804,"MG_LAVRAS",33.279
"MG",1,35.0109,"EDSON CORREA DE FREITAS",1234,"PMDB","47651-edson correa de freitas",1,1,"LEANDRO FERREIRA",60.422,"MG_LEANDRO FERREIRA",21.941
"MG",0,-2.09454,"JOSE NEWTON FERREIRA DE OLIVEIRA",12831,"PMDB","47678-jose newton ferreira de oliveira",1,0,"LEOPOLDINA",39.537,"MG_LEOPOLDINA",-20.926
"MG",0,-9.0311,"PAULO CESAR NOGUEIRA DE CARVALHO",1521,"PMDB","47694-paulo cesar nogueira de carvalho",1,1,"LIBERDADE",52.917,"MG_LIBERDADE",27.561
"MG",1,9.0311,"ARY DE SOUZA CARVALHO",1823,"PSDB","47694-ary de souza carvalho",1,0,"LIBERDADE",25.356,"MG_LIBERDADE",-27.561
"MG",0,-32.5087,"WALTER CAMPOS DA CUNHA",2428,"PPB","47716-walter campos da cunha",1,0,"LIMA DUARTE",19.229,"MG_LIMA DUARTE",-10.786
"MG",1,43.2109,"HUDSON SALVADOR VILELA",1677,"PFL","47732-hudson salvador vilela",1,0,"LUMINARIAS",44.733,"MG_LUMINARIAS",-10.534
"MG",1,14.7666,"AGOSTINHO CARLOS OLIVEIRA",4978,"PT","47759-agostinho carlos oliveira",1,0,"LUZ",43.129,"MG_LUZ",-3.729
"MG",1,1.32548,"ADELSON CARDOSO DOS SANTOS",2064,"PDT","47775-adelson cardoso dos santos",1,0,"MACHACALIS",36.952,"MG_MACHACALIS",-22.666
"MG",0,-8.46869,"CARLOS ALBERTO PEREIRA DIAS",6058,"PFL","47791-carlos alberto pereira dias",1,0,NA,NA,NA,NA
"MG",1,8.46869,"JOSE MIGUEL DE OLIVEIRA",7179,"PDT","47791-jose miguel de oliveira",1,1,NA,NA,NA,NA
"MG",0,-1.92719,"JOAO EUSTASIO",1374,"PMDB","47813-joao eustasio",1,0,"MADRE DE DEUS DE MINAS",42.892,"MG_MADRE DE DEUS DE MINAS",-11.204
"MG",1,1.92719,"JOSE DO CARMO NASCIMENTO",1428,"PL","47813-jose do carmo nascimento",1,1,"MADRE DE DEUS DE MINAS",54.096,"MG_MADRE DE DEUS DE MINAS",11.204
"MG",1,25.3376,"FABIO AUGUSTO RAMALHO DOS SANTOS",5941,"PTB","47830-fabio augusto ramalho dos santos",1,1,"MALACACHETA",58.515,"MG_MALACACHETA",17.03
"MG",1,23.3727,"HAROLDO LIMA BANDEIRA",5648,"PMDB","47856-haroldo lima bandeira",1,1,"MANGA",41.465,"MG_MANGA",10.855
"MG",0,-4.64803,"GERSON GARCIA",3190,"PSB","47899-gerson garcia",1,0,"MANHUMIRIM",25.247,"MG_MANHUMIRIM",-3.535
"MG",1,4.64803,"ERVAL DE AZEVEDO MENDES",3501,"PMDB","47899-erval de azevedo mendes",1,1,"MANHUMIRIM",28.782,"MG_MANHUMIRIM",0.129999999999999
"MG",1,11.4935,"VICENTE DE PAULA MARINHO",8197,"PMDB","47910-vicente de paula marinho",1,1,"MANTENA",51.78,"MG_MANTENA",3.56
"MG",1,51.0321,"JOSE BONAPARTE VASCONCELOS FONSECA",2378,"PMDB","47937-jose bonaparte vasconcelos fonseca",1,1,"MARAVILHAS",75.955,"MG_MARAVILHAS",51.91
"MG",1,6.92852,"GERALDO PEREIRA MAGALHAES",3403,"PFL","47953-geraldo pereira magalhaes",1,0,"MAR DE ESPANHA",36.452,"MG_MAR DE ESPANHA",-22.632
"MG",0,-51.1428,"WALTER MUSSULINI SARNO",1646,"PMDB","47970-walter mussulini sarno",1,0,NA,NA,NA,NA
"MG",1,15.9925,"WALTER TREZZA",932,"PSC","48038-walter trezza",1,1,NA,NA,NA,NA
"MG",1,1.24896,"MARIA INES DE CASTRO MENDES",1216,"PMDB","48054-maria ines de castro mendes",1,1,"MARLIERIA",53.394,"MG_MARLIERIA",18.693
"MG",0,-25.1316,"ARGENTINO VITORINO DE SOUZA",782,"PMDB","48070-argentino vitorino de souza",1,0,"MARMELOPOLIS",31.679,"MG_MARMELOPOLIS",-30.217
"MG",1,25.1316,"ANTONIO CARLOS LACERDA RIBEIRO",1307,"PSDB","48070-antonio carlos lacerda ribeiro",1,1,"MARMELOPOLIS",61.896,"MG_MARMELOPOLIS",30.217
"MG",1,12.0502,"CARLOS ANTONIO DE CASTRO LOPES",2055,"PPB","48151-carlos antonio de castro lopes",1,1,"MATIAS BARBOSA",58.163,"MG_MATIAS BARBOSA",18.12
"MG",0,-10.9705,"MANUEL MOURAO BAHIA",844,"PSDB","48259-manuel mourao bahia",1,1,"MEDEIROS",57.753,"MG_MEDEIROS",21.322
"MG",1,5.59049,"SONIA AMARAL SOARES",6129,"PMDB","48275-sonia amaral soares",1,0,"MEDINA",37.788,"MG_MEDINA",-18.115
"MG",1,4.8425,"JOSE DO CARMO DE SOUZA",2230,"PSDB","48291-jose do carmo de souza",1,0,"MENDES PIMENTEL",45.157,"MG_MENDES PIMENTEL",-5.608
"MG",0,-0.918762,"ANTONIO PEREIRA DE SOUZA",2049,"PFL","48330-antonio pereira de souza",1,0,"MESQUITA",45.113,"MG_MESQUITA",-9.774
"MG",1,15.1926,"GERALDO COELHO DE JESUS",4845,"PMDB","48356-geraldo coelho de jesus",1,0,"MINAS NOVAS",31.049,"MG_MINAS NOVAS",-13.776
"MG",1,13.3824,"EDMIR GERALDO SILVA",771,"PPB","48372-edmir geraldo silva",1,1,"MINDURI",75.716,"MG_MINDURI",51.432
"MG",1,6.2463,"MAXIMIANO GOMES MARTINS",3589,"PFL","48410-maximiano gomes martins",1,1,"MIRADOURO",54.659,"MG_MIRADOURO",9.318
"MG",1,9.67742,"LUIZ FRANCA SILVA",1411,"PMDB","48453-luiz franca silva",1,0,"MOEDA",10.125,"MG_MOEDA",-47.804
"MG",1,8.78989,"JULIO ANUNCIACAO LACERDA",1807,"PMDB","48470-julio anunciacao lacerda",1,0,"MOEMA",33.948,"MG_MOEMA",-5.439
"MG",1,2.05811,"GILBERTO DE ASSIS MOREIRA",843,"PDT","48496-gilberto de assis moreira",1,0,"MONJOLOS",42.974,"MG_MONJOLOS",-5.937
